Nama_Lokasi_Kecamatan,Nama_Lokasi_,Hari,Tanggal,Total_Positif_PMK,Total_Suspek_Hari_Ini,Total_Suspect_PMK,Total_Sembuh_PMK,Total_Sembuh_Hari_Ini,Total_Mati_PMK
Tulung, Kemiri,Selasa,12 Juli 2022,,,9,,,
Prambanan, Sengon,Selasa,12 Juli 2022,,,13,,4,
Prambanan, Randusari,Selasa,12 Juli 2022,,,2,,,
Prambanan, Brajan,Selasa,12 Juli 2022,,,11,,7,
Prambanan, Kebondalem lor,Selasa,12 Juli 2022,,,6,,,
Prambanan, Kokosan,Selasa,12 Juli 2022,,,5,,2,
Prambanan, Joho,Selasa,12 Juli 2022,,,11,,,
Prambanan, Kemudo,Selasa,12 Juli 2022,,,10,,2,
Bayat, Wiro,Selasa,12 Juli 2022,,,57,,,
Jogonalan, Tambakan,Selasa,12 Juli 2022,,,2,,,
Jogonalan, Rejoso,Selasa,12 Juli 2022,,,9,,,
Jogonalan, Wonoboyo,Selasa,12 Juli 2022,,,26,,,
Jogonalan, Somopuro,Selasa,12 Juli 2022,,,1,,,
Jogonalan, Granting,Selasa,12 Juli 2022,,,13,,,
Jogonalan, Dompyongan,Selasa,12 Juli 2022,,,18,,,
Wedi, Kalitengah,Selasa,12 Juli 2022,,,4,,,
Wedi, Melikan,Selasa,12 Juli 2022,,,2,,,
Wedi, Jiwowetan,Selasa,12 Juli 2022,,,4,,,
Wedi, Kaligayam,Selasa,12 Juli 2022,,,19,,,
Trucuk, Kalikebo,Selasa,12 Juli 2022,,,7,,,
Trucuk, Karangpakel,Selasa,12 Juli 2022,,,2,,2,
Trucuk, Sumber,Selasa,12 Juli 2022,,,4,,,
Trucuk, Wanglu,Selasa,12 Juli 2022,,,9,,,
Trucuk, Bero,Selasa,12 Juli 2022,,,4,,,
Trucuk, Mandong,Selasa,12 Juli 2022,,,5,,,
Gantiwarno, Karangturi,Selasa,12 Juli 2022,,2,6,,,
Gantiwarno, Kragilan,Selasa,12 Juli 2022,,,16,,,
Manisrenggo, Tijayan,Selasa,12 Juli 2022,,,1,,,
Manisrenggo, Solodiran,Selasa,12 Juli 2022,,,4,,,
Manisrenggo, Tanjungsari,Selasa,12 Juli 2022,,,4,,,
Manisrenggo, Taskombang,Selasa,12 Juli 2022,,,2,,,
Manisrenggo, Nangsri,Selasa,12 Juli 2022,,,10,,,
Manisrenggo, Barukan,Selasa,12 Juli 2022,,,2,,,
Wonosari, Jelobo,Selasa,12 Juli 2022,,,17,,17,
Ngawen, Tempursari,Selasa,12 Juli 2022,,,15,,,
Ngawen, Manjungan,Selasa,12 Juli 2022,,,1,,,
Kemalang, Tegalmulyo,Selasa,12 Juli 2022,,,3,,,
Kemalang, Dompol,Selasa,12 Juli 2022,,,7,,,
Klaten Tengah, Buntalan,Selasa,12 Juli 2022,,,7,,,
Karanganom, Jungkare,Selasa,12 Juli 2022,,,9,,,
Karanganom, Jurangjero,Selasa,12 Juli 2022,,,1,,,
Ceper, Kujon,Selasa,12 Juli 2022,,,5,,5,
Klaten Utara, Karanganom,Selasa,12 Juli 2022,,,3,,,
Pedan, Ngaren,Selasa,12 Juli 2022,,,1,,,
Pedan, Beji,Selasa,12 Juli 2022,,,1,,,
Karangnongko, Jiwan,Selasa,12 Juli 2022,,,1,,,
Cawas, Karangasem,Selasa,12 Juli 2022,,,1,,1,
Cawas, Tugu,Selasa,12 Juli 2022,,1,,,,
Karangdowo, Sentono,Selasa,12 Juli 2022,,,1,,1,
Jatinom, Kayumas ,Rabu,13 Juli 2022,,,1,,,
Jatinom, Bengking ,Rabu,13 Juli 2022,,,45,,,
Jatinom, Randulanang ,Rabu,13 Juli 2022,,,1,,,
Jatinom, Beteng ,Rabu,13 Juli 2022,,,7,,,
Jatinom, Glagah,Rabu,13 Juli 2022,,,40,,,
Jatinom, Tibayan,Rabu,13 Juli 2022,,,6,,,
Jatinom, Bandungan,Rabu,13 Juli 2022,,,39,,,
Jatinom, Temuireng,Rabu,13 Juli 2022,,,1,,,
Jatinom, Pandeyan,Rabu,13 Juli 2022,,,2,,,
Jatinom, Socokangsi,Rabu,13 Juli 2022,,,68,,,
Jatinom, Puluhan,Rabu,13 Juli 2022,,,5,,,
Jatinom, Jemawan,Rabu,13 Juli 2022,,,2,,,
Jatinom, Mranggen,Rabu,13 Juli 2022,,,2,,,
Tulung, Tulung ,Rabu,13 Juli 2022,,,28,,,
Tulung, Bono,Rabu,13 Juli 2022,,,6,,,
Tulung, Gedongjetis ,Rabu,13 Juli 2022,,,5,,1,
Tulung, Majegan,Rabu,13 Juli 2022,,,3,,,
Tulung, Sedayu,Rabu,13 Juli 2022,,,14,,,
Tulung, Mundu,Rabu,13 Juli 2022,,,3,,,
Tulung, Kemiri,Rabu,13 Juli 2022,,,9,,,
Prambanan, Sengon,Rabu,13 Juli 2022,,,9,,,
Prambanan, Randusari,Rabu,13 Juli 2022,,,2,,,
Prambanan, Brajan,Rabu,13 Juli 2022,,,4,,,
Prambanan, Kebondalem lor,Rabu,13 Juli 2022,,,6,,,
Prambanan, Geneng,Rabu,13 Juli 2022,,1,,,,
Prambanan, Cucukan,Rabu,13 Juli 2022,,1,,,,
Prambanan, Kokosan,Rabu,13 Juli 2022,,,3,,,
Prambanan, Joho,Rabu,13 Juli 2022,,5,11,,,
Prambanan, Kemudo,Rabu,13 Juli 2022,,,8,,,
Bayat, Wiro,Rabu,13 Juli 2022,,,57,,,
Jogonalan, Tambakan,Rabu,13 Juli 2022,,,2,,,
Jogonalan, Rejoso,Rabu,13 Juli 2022,,,9,,,
Jogonalan, Wonoboyo,Rabu,13 Juli 2022,,,26,,,
Jogonalan, Somopuro,Rabu,13 Juli 2022,,,1,,,
Jogonalan, Granting,Rabu,13 Juli 2022,,,13,,,
Jogonalan, Dompyongan,Rabu,13 Juli 2022,,8,18,,,
Wedi, Kalitengah,Rabu,13 Juli 2022,,,4,,,
Wedi, Melikan,Rabu,13 Juli 2022,,,2,,,
Wedi, Jiwowetan,Rabu,13 Juli 2022,,,4,,,
Wedi, Kaligayam,Rabu,13 Juli 2022,,,19,,,
Trucuk, Kalikebo,Rabu,13 Juli 2022,,,7,,,
Trucuk, Sumber,Rabu,13 Juli 2022,,,4,,,
Trucuk, Wanglu,Rabu,13 Juli 2022,,,9,,,
Trucuk, Bero,Rabu,13 Juli 2022,,,4,,,
Trucuk, Mandong,Rabu,13 Juli 2022,,,5,,,
Gantiwarno, Karangturi,Rabu,13 Juli 2022,,,8,,,
Gantiwarno, Kragilan,Rabu,13 Juli 2022,,,16,,,
Manisrenggo, Tijayan,Rabu,13 Juli 2022,,,1,,,
Manisrenggo, Solodiran,Rabu,13 Juli 2022,,,4,,,
Manisrenggo, Tanjungsari,Rabu,13 Juli 2022,,,4,,,
Manisrenggo, Taskombang,Rabu,13 Juli 2022,,,2,,,
Manisrenggo, Nangsri,Rabu,13 Juli 2022,,,10,,,
Manisrenggo, Barukan,Rabu,13 Juli 2022,,,2,,,
Ngawen, Tempursari,Rabu,13 Juli 2022,,,15,,,
Ngawen, Manjungan,Rabu,13 Juli 2022,,,1,,,
Kemalang, Tegalmulyo,Rabu,13 Juli 2022,,,3,,2,
Kemalang, Dompol,Rabu,13 Juli 2022,,,7,,,
Klaten Tengah, Buntalan,Rabu,13 Juli 2022,,,7,,,
Karanganom, Jungkare,Rabu,13 Juli 2022,,,9,,,
Karanganom, Jurangjero,Rabu,13 Juli 2022,,,1,,,
Klaten Utara, Karanganom,Rabu,13 Juli 2022,,,3,,,
Pedan, Ngaren,Rabu,13 Juli 2022,,,1,,,
Pedan, Beji,Rabu,13 Juli 2022,,,1,,,
Karangnongko, Jiwan,Rabu,13 Juli 2022,,,1,,,
Cawas, Tugu,Rabu,13 Juli 2022,,,1,,,
Jatinom, Kayumas ,Kamis,14 Juli 2022,,,1,,,
Jatinom, Bengking ,Kamis,14 Juli 2022,,,45,,,
Jatinom, Randulanang ,Kamis,14 Juli 2022,,,1,,1,
Jatinom, Beteng ,Kamis,14 Juli 2022,,,7,,,
Jatinom, Glagah,Kamis,14 Juli 2022,,,40,,,
Jatinom, Tibayan,Kamis,14 Juli 2022,,,6,,,
Jatinom, Bandungan,Kamis,14 Juli 2022,,3,39,,,
Jatinom, Temuireng,Kamis,14 Juli 2022,,,1,,,
Jatinom, Pandeyan,Kamis,14 Juli 2022,,,2,,,
Jatinom, Socokangsi,Kamis,14 Juli 2022,,,68,,,
Jatinom, Puluhan,Kamis,14 Juli 2022,,,5,,,
Jatinom, Jemawan,Kamis,14 Juli 2022,,,2,,,
Jatinom, Mranggen,Kamis,14 Juli 2022,,,2,,,
Tulung, Tulung ,Kamis,14 Juli 2022,,,28,,,
Tulung, Bono,Kamis,14 Juli 2022,,,6,,,
Tulung, Gedongjetis ,Kamis,14 Juli 2022,,,4,,,
Tulung, Majegan,Kamis,14 Juli 2022,,2,3,,,
Tulung, Sedayu,Kamis,14 Juli 2022,,,14,,,
Tulung, Mundu,Kamis,14 Juli 2022,,,3,,,
Tulung, Kemiri,Kamis,14 Juli 2022,,,9,,,
Prambanan, Sengon,Kamis,14 Juli 2022,,,9,,,
Prambanan, Randusari,Kamis,14 Juli 2022,,,2,,,
Prambanan, Brajan,Kamis,14 Juli 2022,,,4,,,
Prambanan, Kebondalem lor,Kamis,14 Juli 2022,,,6,,,
Prambanan, Geneng,Kamis,14 Juli 2022,,,1,,,
Prambanan, Cucukan,Kamis,14 Juli 2022,,,1,,,
Prambanan, Kokosan,Kamis,14 Juli 2022,,,3,,,
Prambanan, Joho,Kamis,14 Juli 2022,,,16,,,
Prambanan, Kemudo,Kamis,14 Juli 2022,,,8,,,
Bayat, Wiro,Kamis,14 Juli 2022,,,57,,,
Jogonalan, Tambakan,Kamis,14 Juli 2022,,,2,,,
Jogonalan, Rejoso,Kamis,14 Juli 2022,,,9,,,
Jogonalan, Wonoboyo,Kamis,14 Juli 2022,,,26,,,
Jogonalan, Somopuro,Kamis,14 Juli 2022,,,1,,,
Jogonalan, Granting,Kamis,14 Juli 2022,,,13,,,
Jogonalan, Dompyongan,Kamis,14 Juli 2022,,,26,,,
Wedi, Kalitengah,Kamis,14 Juli 2022,,,4,,,
Wedi, Melikan,Kamis,14 Juli 2022,,,2,,,
Wedi, Jiwowetan,Kamis,14 Juli 2022,,,4,,,
Wedi, Kaligayam,Kamis,14 Juli 2022,,,19,,,
Trucuk, Kalikebo,Kamis,14 Juli 2022,,,7,,,
Trucuk, Sumber,Kamis,14 Juli 2022,,,4,,,
Trucuk, Wanglu,Kamis,14 Juli 2022,,,9,,,
Trucuk, Bero,Kamis,14 Juli 2022,,,4,,,
Trucuk, Mandong,Kamis,14 Juli 2022,,,5,,,
Gantiwarno, Karangturi,Kamis,14 Juli 2022,,,8,,,
Gantiwarno, Kragilan,Kamis,14 Juli 2022,,,16,,,
Manisrenggo, Tijayan,Kamis,14 Juli 2022,,,1,,,
Manisrenggo, Solodiran,Kamis,14 Juli 2022,,,4,,,
Manisrenggo, Tanjungsari,Kamis,14 Juli 2022,,,4,,,
Manisrenggo, Taskombang,Kamis,14 Juli 2022,,,2,,,
Manisrenggo, Nangsri,Kamis,14 Juli 2022,,,10,,,
Manisrenggo, Barukan,Kamis,14 Juli 2022,,,2,,,
Ngawen, Tempursari,Kamis,14 Juli 2022,,,15,,,
Ngawen, Manjungan,Kamis,14 Juli 2022,,,1,,,
Kemalang, Tegalmulyo,Kamis,14 Juli 2022,,,1,,,
Kemalang, Dompol,Kamis,14 Juli 2022,,,7,,,
Klaten Tengah, Buntalan,Kamis,14 Juli 2022,,,7,,,
Karanganom, Jungkare,Kamis,14 Juli 2022,,,9,,,
Karanganom, Jurangjero,Kamis,14 Juli 2022,,,1,,,
Klaten Utara, Karanganom,Kamis,14 Juli 2022,,,3,,,
Pedan, Ngaren,Kamis,14 Juli 2022,,,1,,,
Pedan, Beji,Kamis,14 Juli 2022,,,1,,,
Karangnongko, Jiwan,Kamis,14 Juli 2022,,,1,,1,
Cawas, Tugu,Kamis,14 Juli 2022,,,1,,,
Jatinom, Kayumas ,Jumat,15 Juli 2022,,,1,,,
Jatinom, Bengking ,Jumat,15 Juli 2022,,,45,,,
Jatinom, Beteng ,Jumat,15 Juli 2022,,,7,,,
Jatinom, Glagah,Jumat,15 Juli 2022,,,40,,,
Jatinom, Tibayan,Jumat,15 Juli 2022,,,6,,,
Jatinom, Bandungan,Jumat,15 Juli 2022,,,42,,,
Jatinom, Temuireng,Jumat,15 Juli 2022,,,1,,,
Jatinom, Pandeyan,Jumat,15 Juli 2022,,,2,,,
Jatinom, Socokangsi,Jumat,15 Juli 2022,,,68,,,
Jatinom, Puluhan,Jumat,15 Juli 2022,,,5,,,
Jatinom, Jemawan,Jumat,15 Juli 2022,,,2,,,
Jatinom, Mranggen,Jumat,15 Juli 2022,,,2,,,
Tulung, Tulung ,Jumat,15 Juli 2022,,,28,,,
Tulung, Bono,Jumat,15 Juli 2022,,,6,,,
Tulung, Gedongjetis ,Jumat,15 Juli 2022,,,4,,,
Tulung, Majegan,Jumat,15 Juli 2022,,,5,,,
Tulung, Sedayu,Jumat,15 Juli 2022,,,14,,,
Tulung, Mundu,Jumat,15 Juli 2022,,,3,,,
Tulung, Kemiri,Jumat,15 Juli 2022,,,9,,,
Prambanan, Sengon,Jumat,15 Juli 2022,,,9,,,
Prambanan, Randusari,Jumat,15 Juli 2022,,2,2,,,
Prambanan, Brajan,Jumat,15 Juli 2022,,5,4,,,
Prambanan, Kebondalem lor,Jumat,15 Juli 2022,,1,6,,,
Prambanan, Geneng,Jumat,15 Juli 2022,,,1,,,
Prambanan, Cucukan,Jumat,15 Juli 2022,,,1,,,
Prambanan, Kokosan,Jumat,15 Juli 2022,,,3,,,
Prambanan, Joho,Jumat,15 Juli 2022,,,16,,,
Prambanan, Kemudo,Jumat,15 Juli 2022,,,8,,,
Bayat, Wiro,Jumat,15 Juli 2022,,,57,,,
Jogonalan, Tambakan,Jumat,15 Juli 2022,,,2,,,
Jogonalan, Rejoso,Jumat,15 Juli 2022,,,9,,,
Jogonalan, Wonoboyo,Jumat,15 Juli 2022,,,26,,,
Jogonalan, Somopuro,Jumat,15 Juli 2022,,,1,,,
Jogonalan, Granting,Jumat,15 Juli 2022,,,13,,,
Jogonalan, Dompyongan,Jumat,15 Juli 2022,,3,26,,,
Wedi, Kalitengah,Jumat,15 Juli 2022,,,4,,,
Wedi, Melikan,Jumat,15 Juli 2022,,,2,,,
Wedi, Jiwowetan,Jumat,15 Juli 2022,,,4,,,
Wedi, Kaligayam,Jumat,15 Juli 2022,,,19,,,
Trucuk, Kalikebo,Jumat,15 Juli 2022,,,7,,,
Trucuk, Sumber,Jumat,15 Juli 2022,,,4,,,
Trucuk, Wanglu,Jumat,15 Juli 2022,,,9,,,
Trucuk, Bero,Jumat,15 Juli 2022,,,4,,,
Trucuk, Mandong,Jumat,15 Juli 2022,,,5,,,
Gantiwarno, Karangturi,Jumat,15 Juli 2022,,,8,,,
Gantiwarno, Kragilan,Jumat,15 Juli 2022,,,16,,,
Manisrenggo, Tijayan,Jumat,15 Juli 2022,,,1,,,
Manisrenggo, Solodiran,Jumat,15 Juli 2022,,,4,,,
Manisrenggo, Tanjungsari,Jumat,15 Juli 2022,,,4,,,
Manisrenggo, Taskombang,Jumat,15 Juli 2022,,,2,,,
Manisrenggo, Nangsri,Jumat,15 Juli 2022,,,10,,,
Manisrenggo, Barukan,Jumat,15 Juli 2022,,,2,,,
Ngawen, Tempursari,Jumat,15 Juli 2022,,,15,,,
Ngawen, Manjungan,Jumat,15 Juli 2022,,,1,,,
Kemalang, Tegalmulyo,Jumat,15 Juli 2022,,,1,,,
Kemalang, Dompol,Jumat,15 Juli 2022,,,7,,,
Klaten Tengah, Buntalan,Jumat,15 Juli 2022,,,7,,,
Karanganom, Jungkare,Jumat,15 Juli 2022,,,9,,,
Karanganom, Jurangjero,Jumat,15 Juli 2022,,,1,,,
Klaten Utara, Karanganom,Jumat,15 Juli 2022,,,3,,,
Pedan, Ngaren,Jumat,15 Juli 2022,,,1,,,
Pedan, Beji,Jumat,15 Juli 2022,,,1,,,
Cawas, Tugu,Jumat,15 Juli 2022,,,1,,,
Kalikotes, JIMBUNG,Jumat,15 Juli 2022,,4,,,,
Jatinom,Kayumas .,Sabtu,16 Juli 2022,,24,1,,,
Jatinom,Bengking .,Sabtu,16 Juli 2022,,,45,,,
Jatinom,Beteng .,Sabtu,16 Juli 2022,,,7,,,
Jatinom,Glagah,Sabtu,16 Juli 2022,,,40,,,
Jatinom,Tibayan,Sabtu,16 Juli 2022,,,6,,,
Jatinom,Bandungan,Sabtu,16 Juli 2022,,,42,,,
Jatinom,Temuireng,Sabtu,16 Juli 2022,,,1,,,
Jatinom,Pandeyan,Sabtu,16 Juli 2022,,,2,,,
Jatinom,Socokangsi,Sabtu,16 Juli 2022,,,68,,,
Jatinom,Puluhan,Sabtu,16 Juli 2022,,,5,,,
Jatinom,Jemawan,Sabtu,16 Juli 2022,,,2,,,
Jatinom,Mranggen,Sabtu,16 Juli 2022,,,2,,,
Tulung,Tulung .,Sabtu,16 Juli 2022,,,28,,,
Tulung,Bono,Sabtu,16 Juli 2022,,,6,,,
Tulung,Gedongjetis .,Sabtu,16 Juli 2022,,,4,,,
Tulung,Majegan,Sabtu,16 Juli 2022,,,5,,,
Tulung,Sedayu,Sabtu,16 Juli 2022,,,14,,,
Tulung,Mundu,Sabtu,16 Juli 2022,,4,3,,,
Tulung,Kemiri,Sabtu,16 Juli 2022,,,9,,,
Prambanan,Sengon,Sabtu,16 Juli 2022,,,9,,,
Prambanan,Randusari,Sabtu,16 Juli 2022,,,4,,,
Prambanan,Brajan,Sabtu,16 Juli 2022,,,9,,,
Prambanan,Kebondalem lor,Sabtu,16 Juli 2022,,,7,,,
Prambanan,Geneng,Sabtu,16 Juli 2022,,,1,,,
Prambanan,Cucukan,Sabtu,16 Juli 2022,,,1,,,
Prambanan,Kokosan,Sabtu,16 Juli 2022,,,3,,,
Prambanan,Joho,Sabtu,16 Juli 2022,,,16,,,
Prambanan,Kemudo,Sabtu,16 Juli 2022,,,8,,,
Bayat,Jambakan,Sabtu,16 Juli 2022,,2,,,,
Bayat,Wiro,Sabtu,16 Juli 2022,,,57,,,
Jogonalan,Tambakan,Sabtu,16 Juli 2022,,,2,,,
Jogonalan,Rejoso,Sabtu,16 Juli 2022,,,9,,,
Jogonalan,Wonoboyo,Sabtu,16 Juli 2022,,,26,,,
Jogonalan,Somopuro,Sabtu,16 Juli 2022,,,1,,,
Jogonalan,Granting,Sabtu,16 Juli 2022,,,13,,,
Jogonalan,Dompyongan,Sabtu,16 Juli 2022,,,29,,,
Wedi,Kalitengah,Sabtu,16 Juli 2022,,,4,,,
Wedi,Melikan,Sabtu,16 Juli 2022,,,2,,,
Wedi,Jiwowetan,Sabtu,16 Juli 2022,,,4,,,
Wedi,Kaligayam,Sabtu,16 Juli 2022,,,19,,,
Trucuk,Kalikebo,Sabtu,16 Juli 2022,,,7,,,
Trucuk,Sumber,Sabtu,16 Juli 2022,,,4,,,
Trucuk,Wanglu,Sabtu,16 Juli 2022,,,9,,,
Trucuk,Karangpakel,Sabtu,16 Juli 2022,,2,,,,
Trucuk,Bero,Sabtu,16 Juli 2022,,,4,,,
Trucuk,Mandong,Sabtu,16 Juli 2022,,,5,,,
Gantiwarno,Karangturi,Sabtu,16 Juli 2022,,,8,,,
Gantiwarno,Kragilan,Sabtu,16 Juli 2022,,,16,,,
Manisrenggo,Tijayan,Sabtu,16 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Sabtu,16 Juli 2022,,,4,,,
Manisrenggo,Tanjungsari,Sabtu,16 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Sabtu,16 Juli 2022,,,2,,,
Manisrenggo,Nangsri,Sabtu,16 Juli 2022,,,10,,,
Manisrenggo,Barukan,Sabtu,16 Juli 2022,,,2,,,
Ngawen,Tempursari,Sabtu,16 Juli 2022,,,15,,,
Ngawen,Manjungan,Sabtu,16 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Sabtu,16 Juli 2022,,,1,,,
Kemalang,Bumiharjo,Sabtu,16 Juli 2022,,10,,,,
Kemalang,Dompol,Sabtu,16 Juli 2022,,,7,,,
Klaten Tengah,Buntalan,Sabtu,16 Juli 2022,,,7,,,
Karanganom,Jungkare,Sabtu,16 Juli 2022,,,9,,,
Karanganom,Jurangjero,Sabtu,16 Juli 2022,,,1,,,
Klaten Utara,Karanganom,Sabtu,16 Juli 2022,,,3,,,
Pedan,Ngaren,Sabtu,16 Juli 2022,,,1,,,
Pedan,Beji,Sabtu,16 Juli 2022,,,1,,,
Cawas,Tugu,Sabtu,16 Juli 2022,,,1,,,
Kalikotes,JIMBUNG,Sabtu,16 Juli 2022,,,4,,,
Jatinom,Kayumas .,Minggu,17 Juli 2022,,7,25,,,
Jatinom,Bengking .,Minggu,17 Juli 2022,,,45,,,
Jatinom,Beteng .,Minggu,17 Juli 2022,,3,7,,,
Jatinom,Glagah,Minggu,17 Juli 2022,,,40,,,
Jatinom,Tibayan,Minggu,17 Juli 2022,,,6,,,
Jatinom,Bandungan,Minggu,17 Juli 2022,,11,42,,,
Jatinom,Temuireng,Minggu,17 Juli 2022,,,1,,,
Jatinom,Pandeyan,Minggu,17 Juli 2022,,,2,,,
Jatinom,Socokangsi,Minggu,17 Juli 2022,,,68,,,
Jatinom,Puluhan,Minggu,17 Juli 2022,,,5,,,
Jatinom,Jemawan,Minggu,17 Juli 2022,,,2,,,
Jatinom,Mranggen,Minggu,17 Juli 2022,,,2,,,
Tulung,Tulung .,Minggu,17 Juli 2022,,,28,,,
Tulung,Bono,Minggu,17 Juli 2022,,,6,,,
Tulung,Gedongjetis .,Minggu,17 Juli 2022,,,4,,,
Tulung,Majegan,Minggu,17 Juli 2022,,2,5,,,
Tulung,Sedayu,Minggu,17 Juli 2022,,,14,,,
Tulung,Mundu,Minggu,17 Juli 2022,,,7,,,
Tulung,Kemiri,Minggu,17 Juli 2022,,,9,,,
Prambanan,Sengon,Minggu,17 Juli 2022,,,9,,,
Prambanan,Randusari,Minggu,17 Juli 2022,,,4,,,
Prambanan,Brajan,Minggu,17 Juli 2022,,,9,,,
Prambanan,Kebondalem lor,Minggu,17 Juli 2022,,,7,,,
Prambanan,Geneng,Minggu,17 Juli 2022,,,1,,,
Prambanan,Cucukan,Minggu,17 Juli 2022,,,1,,,
Prambanan,Kokosan,Minggu,17 Juli 2022,,,3,,,
Prambanan,Joho,Minggu,17 Juli 2022,,,16,,,
Prambanan,Kemudo,Minggu,17 Juli 2022,,,8,,,
Bayat,Jambakan,Minggu,17 Juli 2022,,,2,,,
Bayat,Wiro,Minggu,17 Juli 2022,,,57,,,
Jogonalan,Tambakan,Minggu,17 Juli 2022,,,2,,,
Jogonalan,Rejoso,Minggu,17 Juli 2022,,,9,,,
Jogonalan,Wonoboyo,Minggu,17 Juli 2022,,,26,,,
Jogonalan,Somopuro,Minggu,17 Juli 2022,,,1,,,
Jogonalan,Granting,Minggu,17 Juli 2022,,,13,,,
Jogonalan,Dompyongan,Minggu,17 Juli 2022,,,29,,,
Wedi,Kalitengah,Minggu,17 Juli 2022,,,4,,,
Wedi,Melikan,Minggu,17 Juli 2022,,,2,,,
Wedi,Jiwowetan,Minggu,17 Juli 2022,,,4,,,
Wedi,Kaligayam,Minggu,17 Juli 2022,,,19,,,
Trucuk,Kalikebo,Minggu,17 Juli 2022,,,7,,,
Trucuk,Sumber,Minggu,17 Juli 2022,,,4,,,
Trucuk,Wanglu,Minggu,17 Juli 2022,,,9,,,
Trucuk,Karangpakel,Minggu,17 Juli 2022,,,2,,,
Trucuk,Bero,Minggu,17 Juli 2022,,,4,,,
Trucuk,Mandong,Minggu,17 Juli 2022,,,5,,,
Gantiwarno,Karangturi,Minggu,17 Juli 2022,,,8,,,
Gantiwarno,Kragilan,Minggu,17 Juli 2022,,,16,,,
Manisrenggo,Tijayan,Minggu,17 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Minggu,17 Juli 2022,,,4,,,
Manisrenggo,Tanjungsari,Minggu,17 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Minggu,17 Juli 2022,,,2,,,
Manisrenggo,Nangsri,Minggu,17 Juli 2022,,,10,,,
Manisrenggo,Barukan,Minggu,17 Juli 2022,,,2,,,
Ngawen,Tempursari,Minggu,17 Juli 2022,,,15,,,
Ngawen,Manjungan,Minggu,17 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Minggu,17 Juli 2022,,,1,,,
Kemalang,Bumiharjo,Minggu,17 Juli 2022,,,10,,,
